loan_id,customer_id,age,gender,education,marital_status,employment_type,employment_length_months,annual_income,monthly_income,existing_emi,debt_to_income,credit_score,credit_history_length_months,delinquency_count,past_default_flag,loan_amount,loan_term_months,interest_rate,emi_amount,loan_purpose,loan_product,disbursal_date,repayment_status,first_emi_default_flag,loan_source_type,state,district,city,pincode,urban_rural_flag,branch_code,branch_region,service_area_cluster,distance_to_branch_km,area_default_rate,district_risk_score,state_risk_score,population_density_band,economic_activity_type,channel,has_mortgage,has_dependents,has_cosigner,loan_default
LN105811,C205811,55,Female,Graduate,Married,SelfEmployed,8,42700,3558,241,2.0,430,0,0,0,261000,24,18.44,13086,Vehicle,Secured,2024-01-01,Active,0,New,Maharashtra,Unknown,Unknown,902931,Urban,AUTO,WestZone,2,14.0,17.9,0.464,0.427,High,Agri,Field,Yes,Yes,No,1
LN105812,C205812,40,Female,Other,Single,Salaried,57,37100,3092,24,1.783,590,68,0,1,219000,48,9.37,5488,Agri,Secured,2024-01-01,Active,0,New,Uttar Pradesh,Unknown,Unknown,240804,SemiUrban,AUTO,NorthZone,1,11.4,23.0,0.751,0.745,Low,Salaried,Field,Yes,Yes,No,1
LN105813,C205813,27,Other,Graduate,Married,Business,32,55900,4658,658,1.592,594,40,0,0,343000,120,20.57,6759,Personal,Unsecured,2024-01-01,Active,0,New,Bihar,Unknown,Unknown,769538,Rural,AUTO,EastZone,1,67.2,23.0,0.586,0.628,Medium,MSME,Branch,Yes,Yes,No,1
LN105814,C205814,21,Female,Graduate,Married,Unemployed,12,30400,2533,266,2.0,478,42,0,1,182000,48,21.08,5644,Education,Unsecured,2024-01-01,Active,0,New,Maharashtra,Unknown,Unknown,723789,Rural,AUTO,WestZone,3,51.1,16.2,0.374,0.419,Low,Salaried,Digital,No,No,No,1
LN105815,C205815,46,Female,HighSchool,Single,Business,26,61100,5092,292,1.062,541,70,1,1,209000,60,16.3,5116,Personal,Unsecured,2024-01-01,Active,0,New,Gujarat,Unknown,Unknown,586266,Rural,AUTO,WestZone,2,3.8,15.0,0.448,0.389,Low,MSME,Branch,No,No,No,1
LN105816,C205816,28,Male,Graduate,Single,Salaried,56,27500,2292,20,1.275,707,91,0,0,105000,48,14.62,2902,Education,Unsecured,2024-01-01,Active,0,New,Maharashtra,Unknown,Unknown,415995,Urban,AUTO,WestZone,0,49.8,20.3,0.546,0.488,Medium,MSME,Digital,Yes,Yes,No,0
LN105817,C205817,40,Male,HighSchool,Married,Farmer,37,20100,1675,223,2.0,629,89,1,0,203000,36,13.98,6936,Education,Unsecured,2024-01-01,Active,1,New,Tamil Nadu,Unknown,Unknown,120968,Rural,AUTO,SouthZone,1,14.6,16.9,0.378,0.43,Medium,MSME,Partner,No,Yes,No,1
LN105818,C205818,23,Male,Graduate,Single,Business,15,103900,8658,96,1.58,562,14,1,0,495000,48,14.24,13586,Home,Secured,2024-01-01,Active,1,Repeat,Tamil Nadu,Unknown,Unknown,244581,SemiUrban,AUTO,SouthZone,2,11.3,16.8,0.486,0.433,Medium,MSME,Field,No,Yes,No,1
LN105819,C205819,34,Female,Graduate,Married,Salaried,83,62800,5233,62,0.843,582,160,0,0,202000,60,10.55,4347,Home,Secured,2024-01-01,Active,0,New,Rajasthan,Unknown,Unknown,805442,Urban,AUTO,WestZone,0,2.8,18.7,0.53,0.494,High,MSME,Partner,No,No,No,0
LN105820,C205820,38,Male,Other,Single,Unemployed,6,34200,2850,436,2.0,413,31,1,0,321000,48,19.15,9623,Home,Secured,2024-01-01,Active,0,Repeat,Karnataka,Unknown,Unknown,694719,SemiUrban,AUTO,SouthZone,2,2.2,10.8,0.402,0.352,Low,Agri,Field,No,No,No,1
LN105821,C205821,41,Male,Other,Married,Farmer,3,12000,1000,193,1.666,512,8,0,1,50000,48,18.15,1473,Home,Secured,2024-01-01,Active,0,New,Uttar Pradesh,Unknown,Unknown,408334,SemiUrban,AUTO,NorthZone,0,19.8,17.5,0.629,0.681,Low,Mixed,Digital,No,Yes,No,1
LN105822,C205822,24,Male,PostGraduate,Married,SelfEmployed,6,236300,19692,7473,2.0,527,24,0,1,1896000,48,13.11,50969,Education,Unsecured,2024-01-01,Active,0,Repeat,Maharashtra,Unknown,Unknown,740878,Urban,AUTO,WestZone,3,54.7,18.9,0.434,0.435,High,Mixed,Branch,Yes,No,No,1
LN105823,C205823,52,Male,Graduate,Single,SelfEmployed,34,46300,3858,149,1.115,566,79,0,0,152000,48,13.99,4153,Home,Secured,2024-01-01,Active,0,New,Uttar Pradesh,Unknown,Unknown,957453,Urban,AUTO,NorthZone,2,3.0,22.6,0.548,0.579,Medium,Agri,Digital,No,No,No,1
LN105824,C205824,30,Female,PostGraduate,Married,Salaried,17,34200,2850,364,0.827,877,14,0,0,64000,36,7.59,1993,Personal,Unsecured,2024-01-01,Active,0,TopUp,Maharashtra,Unknown,Unknown,946057,Urban,AUTO,WestZone,4,1.5,18.9,0.491,0.463,Medium,Mixed,Field,No,Yes,No,0
LN105825,C205825,21,Female,PostGraduate,Married,Farmer,6,82200,6850,794,0.979,560,0,0,0,330000,84,12.48,5910,Vehicle,Secured,2024-01-01,Active,0,Repeat,Uttar Pradesh,Unknown,Unknown,160701,Rural,AUTO,NorthZone,1,0.4,19.0,0.739,0.703,Low,MSME,Partner,No,Yes,Yes,0
LN105826,C205826,36,Male,PostGraduate,Single,Salaried,33,93900,7825,1548,1.161,599,62,0,0,284000,60,20.08,7537,Business,Unsecured,2024-01-01,Active,0,New,Kerala,Unknown,Unknown,292763,Rural,AUTO,SouthZone,1,52.3,14.8,0.267,0.299,Low,MSME,Field,No,No,No,0
LN105827,C205827,38,Male,Graduate,Married,SelfEmployed,40,75400,6283,54,1.494,559,55,2,0,323000,48,17.06,9330,Business,Unsecured,2024-01-01,Active,0,Repeat,Bihar,Unknown,Unknown,546026,Rural,AUTO,EastZone,3,1.9,21.4,0.702,0.625,Medium,Salaried,Branch,No,No,No,1
LN105828,C205828,39,Male,HighSchool,Married,Salaried,4,38900,3242,563,1.427,668,6,0,0,159000,48,10.39,4062,Home,Secured,2024-01-01,Active,0,New,Tamil Nadu,Unknown,Unknown,788921,Rural,AUTO,SouthZone,0,2.8,12.6,0.331,0.354,Low,Agri,Digital,Yes,No,No,0
LN105829,C205829,54,Male,HighSchool,Single,Salaried,21,39500,3292,673,1.563,530,68,0,0,238000,84,14.08,4471,Home,Secured,2024-01-01,Active,1,New,Rajasthan,Unknown,Unknown,177804,SemiUrban,AUTO,WestZone,0,5.5,23.8,0.653,0.673,Low,MSME,Field,No,Yes,No,1
LN105830,C205830,35,Male,PostGraduate,Single,Unemployed,14,30700,2558,17,1.773,441,1,1,0,135000,48,25.57,4519,Home,Secured,2024-01-01,Active,1,Repeat,Tamil Nadu,Unknown,Unknown,829639,SemiUrban,AUTO,SouthZone,3,5.3,14.1,0.272,0.39,Low,Agri,Partner,Yes,No,No,1
LN105831,C205831,36,Male,HighSchool,Single,SelfEmployed,61,54000,4500,122,1.597,690,112,0,0,275000,48,10.68,7065,Vehicle,Secured,2024-01-01,Active,0,New,Gujarat,Unknown,Unknown,240735,SemiUrban,AUTO,WestZone,1,0.6,17.2,0.163,0.303,Medium,Salaried,Partner,No,No,No,0
LN105832,C205832,24,Male,Graduate,Married,Farmer,0,15300,1275,59,0.987,622,6,1,0,50000,60,15.4,1200,Personal,Unsecured,2024-01-01,Active,0,New,Bihar,Unknown,Unknown,619214,Urban,AUTO,EastZone,1,42.4,22.3,0.55,0.624,Medium,Mixed,Branch,No,No,No,0
LN105833,C205833,47,Male,Graduate,Married,Farmer,23,40100,3342,147,2.0,616,7,0,0,574000,84,18.98,12396,Business,Unsecured,2024-01-01,Active,0,New,Gujarat,Unknown,Unknown,729716,SemiUrban,AUTO,WestZone,1,1.0,13.0,0.387,0.354,Low,Mixed,Digital,No,Yes,No,1
LN105834,C205834,40,Female,HighSchool,Married,Unemployed,8,21100,1758,51,2.0,592,0,0,1,277000,36,22.37,10632,Personal,Unsecured,2024-01-01,Active,0,New,Uttar Pradesh,Unknown,Unknown,102455,Urban,AUTO,NorthZone,4,5.4,20.0,0.761,0.694,High,MSME,Branch,No,No,No,1
LN105835,C205835,32,Male,PostGraduate,Married,Unemployed,7,46100,3842,111,2.0,525,0,1,1,359000,48,23.42,11589,Education,Unsecured,2024-01-01,Active,0,New,Tamil Nadu,Unknown,Unknown,664964,Urban,AUTO,SouthZone,0,1.9,12.6,0.318,0.392,Medium,Salaried,Field,No,No,Yes,1
LN105836,C205836,21,Male,Graduate,Married,SelfEmployed,4,73800,6150,15,2.0,508,0,1,0,487000,60,18.36,12462,Business,Unsecured,2024-01-01,Active,0,New,West Bengal,Unknown,Unknown,563216,SemiUrban,AUTO,EastZone,0,10.8,18.9,0.644,0.555,Medium,Salaried,Digital,No,Yes,No,1
LN105837,C205837,55,Male,HighSchool,Married,Unemployed,12,12000,1000,101,2.0,560,0,0,0,65000,36,18.03,2351,Education,Unsecured,2024-01-01,Active,1,TopUp,Uttar Pradesh,Unknown,Unknown,248081,Rural,AUTO,NorthZone,4,1.5,24.2,0.651,0.704,Low,MSME,Branch,No,No,Yes,1
LN105838,C205838,23,Other,Other,Divorced,Salaried,17,41600,3467,229,2.0,677,26,1,0,73000,12,18.69,6717,Personal,Unsecured,2024-01-01,Active,0,New,Uttar Pradesh,Unknown,Unknown,882884,SemiUrban,AUTO,NorthZone,1,12.5,18.1,0.707,0.599,Medium,Salaried,Branch,No,No,No,1
LN105839,C205839,30,Male,Graduate,Single,SelfEmployed,7,62600,5217,258,2.0,482,14,2,1,1078000,36,20.56,40371,Education,Unsecured,2024-01-01,Active,0,Repeat,Rajasthan,Unknown,Unknown,954874,Rural,AUTO,WestZone,0,2.3,16.0,0.517,0.555,Low,MSME,Partner,No,No,Yes,1
LN105840,C205840,42,Male,PostGraduate,Married,Farmer,40,95800,7983,363,0.726,629,18,0,0,259000,72,14.7,5434,Education,Unsecured,2024-01-01,Active,0,New,Andhra Pradesh,Unknown,Unknown,481344,Urban,AUTO,SouthZone,0,19.1,16.6,0.414,0.484,High,Salaried,Digital,No,No,No,0
LN105841,C205841,23,Male,Graduate,Married,Farmer,7,32400,2700,201,0.887,654,0,0,0,117000,72,10.46,2195,Home,Secured,2024-01-01,Active,0,Repeat,Gujarat,Unknown,Unknown,683545,SemiUrban,AUTO,WestZone,0,40.9,16.6,0.393,0.468,Medium,Salaried,Digital,No,No,No,1
LN105842,C205842,21,Female,Graduate,Married,SelfEmployed,5,154400,12867,404,2.0,663,20,0,0,1181000,12,13.37,105689,Business,Unsecured,2024-01-01,Active,0,New,Rajasthan,Unknown,Unknown,505371,Urban,AUTO,WestZone,1,8.7,19.9,0.584,0.502,High,Agri,Field,Yes,Yes,No,0
LN105843,C205843,21,Female,HighSchool,Married,Salaried,13,39400,3283,62,2.0,699,9,0,0,671000,60,12.29,15025,Agri,Secured,2024-01-01,Active,0,New,Karnataka,Unknown,Unknown,737054,Urban,AUTO,SouthZone,2,0.7,13.1,0.406,0.403,High,Salaried,Branch,No,Yes,No,0
LN105844,C205844,46,Female,Graduate,Divorced,Business,6,207900,17325,945,2.0,643,0,1,0,1615000,12,13.5,144627,Home,Secured,2024-01-01,Active,0,Repeat,Telangana,Unknown,Unknown,535937,SemiUrban,AUTO,SouthZone,2,31.1,16.6,0.33,0.321,Medium,Agri,Digital,No,Yes,No,1
LN105845,C205845,31,Male,Graduate,Married,SelfEmployed,39,59300,4942,182,1.442,683,51,0,0,331000,72,14.7,6945,Personal,Unsecured,2024-01-01,Active,0,Repeat,Gujarat,Unknown,Unknown,258623,SemiUrban,AUTO,WestZone,2,10.6,14.4,0.303,0.409,Medium,Salaried,Branch,No,No,No,1
LN105846,C205846,70,Female,Other,Single,Business,6,90400,7533,685,0.733,525,19,0,0,364000,120,10.12,4835,Home,Secured,2024-01-01,Active,0,New,Tamil Nadu,Unknown,Unknown,796470,Urban,AUTO,SouthZone,4,2.0,16.6,0.466,0.449,High,Salaried,Digital,No,Yes,No,1
LN105847,C205847,26,Female,HighSchool,Married,Farmer,27,12000,1000,160,1.546,724,63,0,0,97000,120,11.9,1386,Vehicle,Secured,2024-01-01,Active,0,New,Uttar Pradesh,Unknown,Unknown,980984,SemiUrban,AUTO,NorthZone,4,7.7,20.0,0.611,0.63,Medium,Salaried,Digital,No,Yes,No,1
LN105848,C205848,26,Male,Graduate,Single,Farmer,3,60300,5025,271,1.315,452,4,0,0,260000,72,20.73,6338,Agri,Secured,2024-01-01,Active,1,Repeat,Madhya Pradesh,Unknown,Unknown,515726,Urban,AUTO,CentralZone,2,8.4,15.8,0.509,0.469,Medium,Salaried,Digital,No,Yes,No,1
LN105849,C205849,31,Female,PostGraduate,Single,Salaried,9,94400,7867,960,1.295,703,19,0,0,280000,36,11.45,9227,Personal,Unsecured,2024-01-01,Active,0,Repeat,Bihar,Unknown,Unknown,557994,Rural,AUTO,EastZone,1,40.4,20.4,0.749,0.623,Low,Salaried,Branch,No,No,Yes,0
LN105850,C205850,40,Male,Graduate,Married,SelfEmployed,11,76400,6367,921,1.296,527,38,1,1,147000,24,17.87,7330,Business,Unsecured,2024-01-01,Active,1,Repeat,West Bengal,Unknown,Unknown,428933,Urban,AUTO,EastZone,1,15.4,22.1,0.699,0.618,Medium,Agri,Field,No,Yes,No,1
LN105851,C205851,32,Male,Graduate,Married,Salaried,107,86400,7200,84,2.0,734,182,0,0,627000,48,12.69,16725,Home,Secured,2024-01-01,Active,0,TopUp,Uttar Pradesh,Unknown,Unknown,569711,Urban,AUTO,NorthZone,0,10.0,22.2,0.773,0.679,Medium,Salaried,Branch,No,No,No,0
LN105852,C205852,45,Female,Graduate,Single,Business,76,121800,10150,1987,2.0,664,141,0,0,1089000,60,10.91,23629,Agri,Secured,2024-01-01,Active,0,Repeat,Maharashtra,Unknown,Unknown,734170,Rural,AUTO,WestZone,0,3.9,16.8,0.402,0.468,Medium,MSME,Digital,No,Yes,Yes,0
LN105853,C205853,26,Female,HighSchool,Married,Salaried,3,45600,3800,76,0.774,588,0,0,1,153000,84,13.98,2866,Vehicle,Secured,2024-01-01,Active,0,Repeat,Madhya Pradesh,Unknown,Unknown,676685,Urban,AUTO,CentralZone,2,3.0,20.3,0.452,0.459,High,Agri,Branch,No,No,No,1
LN105854,C205854,21,Male,HighSchool,Married,Farmer,8,25000,2083,18,1.665,580,0,0,0,215000,120,14.86,3450,Business,Unsecured,2024-01-01,Active,0,New,West Bengal,Unknown,Unknown,921475,Urban,AUTO,EastZone,4,24.1,14.9,0.492,0.52,High,MSME,Branch,No,No,No,0
LN105855,C205855,21,Male,PostGraduate,Married,Salaried,15,131100,10925,1845,2.0,601,3,0,0,1254000,60,16.0,30495,Personal,Unsecured,2024-01-01,Active,0,New,Gujarat,Unknown,Unknown,939655,Urban,AUTO,WestZone,2,13.3,12.9,0.298,0.356,High,Salaried,Branch,Yes,Yes,Yes,1
LN105856,C205856,21,Female,Graduate,Married,Salaried,8,53700,4475,588,0.505,691,34,0,0,70000,60,15.14,1670,Education,Unsecured,2024-01-01,Active,0,New,West Bengal,Unknown,Unknown,689666,Urban,AUTO,EastZone,2,6.2,17.1,0.569,0.461,High,MSME,Field,No,Yes,Yes,1
LN105857,C205857,31,Male,Graduate,Married,Business,17,60900,5075,869,0.651,490,24,0,1,109000,84,20.19,2433,Personal,Unsecured,2024-01-01,Active,1,TopUp,Maharashtra,Unknown,Unknown,848036,Rural,AUTO,WestZone,0,11.0,14.3,0.459,0.443,Medium,Salaried,Digital,No,No,Yes,1
LN105858,C205858,34,Male,Graduate,Married,Salaried,49,65200,5433,1498,2.0,614,103,0,0,325000,12,15.34,29386,Personal,Unsecured,2024-01-01,Active,0,New,Andhra Pradesh,Unknown,Unknown,982694,Rural,AUTO,SouthZone,0,8.5,16.7,0.493,0.532,Medium,Mixed,Partner,No,No,No,0
LN105859,C205859,30,Male,HighSchool,Divorced,Salaried,3,12000,1000,235,2.0,669,0,0,0,50000,24,12.39,2363,Education,Unsecured,2024-01-01,Active,0,New,Uttar Pradesh,Unknown,Unknown,717598,SemiUrban,AUTO,NorthZone,3,43.1,21.5,0.715,0.626,Low,MSME,Partner,Yes,Yes,No,0
LN105860,C205860,52,Female,PostGraduate,Married,SelfEmployed,29,148000,12333,624,1.364,455,24,0,0,759000,84,18.54,16194,Personal,Unsecured,2024-01-01,Active,0,New,Uttar Pradesh,Unknown,Unknown,152559,Rural,AUTO,NorthZone,1,7.6,20.3,0.45,0.561,Medium,MSME,Digital,No,Yes,No,1
LN105861,C205861,52,Female,Graduate,Married,Salaried,10,92700,7725,349,1.672,531,25,0,1,367000,36,14.12,12565,Personal,Unsecured,2024-01-01,Active,0,New,Rajasthan,Unknown,Unknown,445127,Urban,AUTO,WestZone,0,16.1,19.5,0.552,0.583,High,Salaried,Branch,No,No,No,0
LN105862,C205862,33,Male,PostGraduate,Married,Salaried,37,136300,11358,397,1.635,733,60,0,0,693000,48,11.76,18168,Business,Unsecured,2024-01-01,Active,0,New,Tamil Nadu,Unknown,Unknown,909583,Rural,AUTO,SouthZone,3,25.4,11.9,0.398,0.374,Low,Agri,Branch,Yes,Yes,No,0
LN105863,C205863,21,Male,Graduate,Married,Salaried,41,44200,3683,278,1.636,481,66,1,0,198000,48,17.32,5746,Home,Secured,2024-01-01,Active,0,TopUp,Telangana,Unknown,Unknown,108012,Rural,AUTO,SouthZone,1,17.7,17.9,0.285,0.426,Low,Salaried,Field,Yes,No,No,1
LN105864,C205864,31,Male,HighSchool,Single,Salaried,46,12000,1000,27,1.278,553,65,0,0,65000,120,19.89,1251,Personal,Unsecured,2024-01-01,Active,0,New,West Bengal,Unknown,Unknown,350693,Urban,AUTO,EastZone,3,5.6,13.9,0.567,0.528,High,MSME,Branch,No,Yes,No,0
LN105865,C205865,30,Male,PostGraduate,Divorced,Business,61,194400,16200,646,1.124,741,88,0,0,912000,72,11.45,17570,Home,Secured,2024-01-01,Active,0,New,Madhya Pradesh,Unknown,Unknown,765901,Urban,AUTO,CentralZone,0,12.9,22.1,0.579,0.587,Medium,Agri,Branch,Yes,No,Yes,0
LN105866,C205866,30,Female,Graduate,Single,Salaried,82,40400,3367,5,1.748,662,162,0,0,172000,36,14.03,5881,Personal,Unsecured,2024-01-01,Active,0,Repeat,Uttar Pradesh,Unknown,Unknown,905501,Rural,AUTO,NorthZone,0,7.7,20.8,0.614,0.668,Low,Agri,Digital,No,No,No,0
LN105867,C205867,29,Male,Graduate,Married,SelfEmployed,37,37800,3150,651,2.0,705,52,0,0,585000,24,13.14,27850,Education,Unsecured,2024-01-01,Active,0,New,Rajasthan,Unknown,Unknown,353153,Urban,AUTO,WestZone,0,11.8,24.1,0.601,0.611,High,MSME,Partner,No,Yes,Yes,0
LN105868,C205868,30,Male,PostGraduate,Married,SelfEmployed,17,192800,16067,795,2.0,547,51,0,1,399000,12,17.27,36442,Education,Unsecured,2024-01-01,Active,1,Repeat,Maharashtra,Unknown,Unknown,351935,SemiUrban,AUTO,WestZone,4,7.6,17.2,0.326,0.446,Low,Salaried,Branch,No,Yes,No,1
LN105869,C205869,33,Female,Graduate,Married,Unemployed,0,12200,1017,51,2.0,408,0,2,0,241000,24,20.47,12321,Home,Secured,2024-01-01,Active,1,New,Madhya Pradesh,Unknown,Unknown,356666,SemiUrban,AUTO,CentralZone,1,8.2,21.2,0.593,0.584,Medium,Agri,Digital,No,Yes,No,1
LN105870,C205870,30,Male,Graduate,Married,Salaried,99,55100,4592,706,2.0,641,174,1,0,163000,12,15.02,14714,Home,Secured,2024-01-01,Active,0,Repeat,Gujarat,Unknown,Unknown,409454,Rural,AUTO,WestZone,1,64.5,12.9,0.253,0.303,Low,Mixed,Digital,No,No,No,0
LN105871,C205871,40,Male,HighSchool,Married,Unemployed,8,29200,2433,51,1.574,557,9,1,0,116000,48,23.96,3779,Education,Unsecured,2024-01-01,Active,0,Repeat,Maharashtra,Unknown,Unknown,278511,SemiUrban,AUTO,WestZone,0,1.1,14.3,0.352,0.414,Low,Salaried,Digital,No,No,No,1
LN105872,C205872,42,Male,PostGraduate,Single,Salaried,27,71600,5967,178,2.0,501,35,1,1,283000,18,18.16,18079,Personal,Unsecured,2024-01-01,Active,0,New,Uttar Pradesh,Unknown,Unknown,562866,SemiUrban,AUTO,NorthZone,3,19.0,26.4,0.666,0.682,Medium,Salaried,Digital,No,No,No,1
LN105873,C205873,27,Female,HighSchool,Married,Farmer,5,12300,1025,16,2.0,601,4,0,0,148000,12,13.19,13232,Home,Secured,2024-01-01,Active,0,New,Gujarat,Unknown,Unknown,267305,Urban,AUTO,WestZone,0,0.6,13.7,0.435,0.309,Medium,Salaried,Branch,Yes,Yes,No,0
LN105874,C205874,53,Male,PostGraduate,Married,Salaried,41,128900,10742,213,2.0,570,81,1,1,864000,60,17.64,21771,Home,Secured,2024-01-01,Active,0,New,Rajasthan,Unknown,Unknown,534762,SemiUrban,AUTO,WestZone,1,0.4,18.5,0.492,0.543,Medium,MSME,Branch,No,No,No,0
LN105875,C205875,26,Male,HighSchool,Single,Unemployed,50,14100,1175,47,2.0,526,39,0,0,108000,72,18.04,2466,Home,Secured,2024-01-01,Active,0,New,Maharashtra,Unknown,Unknown,298574,SemiUrban,AUTO,WestZone,3,58.6,16.1,0.552,0.499,Medium,MSME,Partner,No,No,No,0
LN105876,C205876,21,Male,PostGraduate,Divorced,Farmer,8,30600,2550,108,2.0,682,1,1,0,375000,60,15.09,8939,Business,Unsecured,2024-01-01,Active,0,Repeat,Gujarat,Unknown,Unknown,127986,SemiUrban,AUTO,WestZone,2,1.2,14.3,0.413,0.299,Low,MSME,Branch,No,Yes,No,0
LN105877,C205877,42,Other,Graduate,Married,Salaried,57,61600,5133,10,0.671,611,101,1,0,177000,84,15.2,3435,Home,Secured,2024-01-01,Active,0,New,Andhra Pradesh,Unknown,Unknown,419344,Rural,AUTO,SouthZone,1,21.1,15.8,0.344,0.462,Low,Salaried,Field,Yes,Yes,No,0
LN105878,C205878,28,Male,HighSchool,Married,Salaried,12,54100,4508,101,0.887,727,15,0,0,307000,120,9.04,3896,Home,Secured,2024-01-01,Active,0,New,Maharashtra,Unknown,Unknown,397733,SemiUrban,AUTO,WestZone,3,14.5,17.9,0.464,0.492,Low,Mixed,Field,No,Yes,No,1
LN105879,C205879,41,Other,Graduate,Single,SelfEmployed,17,145000,12083,135,2.0,588,6,0,1,2371000,84,16.92,48344,Education,Unsecured,2024-01-01,Active,0,TopUp,Madhya Pradesh,Unknown,Unknown,492160,SemiUrban,AUTO,CentralZone,1,0.2,19.7,0.316,0.578,Medium,Agri,Branch,Yes,Yes,No,1
LN105880,C205880,21,Female,HighSchool,Married,SelfEmployed,6,31600,2633,155,1.574,674,6,1,0,87000,24,9.36,3989,Vehicle,Secured,2024-01-01,Active,0,Repeat,Telangana,Unknown,Unknown,912402,SemiUrban,AUTO,SouthZone,0,2.4,16.2,0.549,0.475,Low,Salaried,Field,No,Yes,Yes,0
LN105881,C205881,54,Female,HighSchool,Divorced,SelfEmployed,18,46100,3842,249,2.0,671,44,0,0,445000,60,13.17,10164,Education,Unsecured,2024-01-01,Active,0,New,Bihar,Unknown,Unknown,226898,SemiUrban,AUTO,EastZone,3,0.4,19.0,0.667,0.691,Low,Salaried,Field,No,Yes,No,0
LN105882,C205882,46,Male,HighSchool,Married,SelfEmployed,16,47200,3933,220,0.958,654,52,1,0,179000,72,12.52,3548,Home,Secured,2024-01-01,Active,0,Repeat,Tamil Nadu,Unknown,Unknown,490867,Urban,AUTO,SouthZone,3,9.6,11.2,0.417,0.358,Medium,Salaried,Branch,No,Yes,Yes,0
LN105883,C205883,21,Male,PostGraduate,Married,Business,1,231800,19317,8485,2.0,629,0,1,1,1093000,36,13.69,37192,Education,Unsecured,2024-01-01,Active,0,Repeat,Kerala,Unknown,Unknown,668899,Rural,AUTO,SouthZone,2,31.7,14.8,0.318,0.343,Medium,MSME,Digital,No,Yes,Yes,1
LN105884,C205884,21,Male,HighSchool,Married,Salaried,17,28700,2392,212,2.0,772,66,0,0,208000,36,13.89,7098,Personal,Unsecured,2024-01-01,Active,0,New,West Bengal,Unknown,Unknown,924242,Rural,AUTO,EastZone,4,2.1,16.8,0.477,0.476,Medium,Salaried,Digital,No,Yes,No,0
LN105885,C205885,58,Male,Other,Married,Salaried,2,66900,5575,2788,1.823,651,0,1,0,208000,36,16.61,7375,Personal,Unsecured,2024-01-01,Active,0,New,Maharashtra,Unknown,Unknown,457934,Urban,AUTO,WestZone,0,3.8,16.8,0.4,0.453,High,Agri,Field,No,Yes,Yes,1
LN105886,C205886,29,Other,HighSchool,Single,Salaried,21,20800,1733,188,2.0,690,28,0,0,148000,36,16.73,5257,Education,Unsecured,2024-01-01,Active,0,New,Maharashtra,Unknown,Unknown,499142,Urban,AUTO,WestZone,0,4.3,14.2,0.355,0.366,High,Agri,Field,Yes,Yes,No,0
LN105887,C205887,27,Male,Graduate,Single,Salaried,141,88600,7383,419,1.435,517,186,0,0,598000,120,16.42,10174,Education,Unsecured,2024-01-01,Active,0,New,Kerala,Unknown,Unknown,901660,Rural,AUTO,SouthZone,3,62.7,11.8,0.135,0.13,Low,Mixed,Branch,Yes,Yes,No,0
LN105888,C205888,21,Male,PostGraduate,Divorced,Salaried,12,60600,5050,94,1.875,692,23,0,0,432000,60,10.91,9373,Business,Unsecured,2024-01-01,Active,0,New,Uttar Pradesh,Unknown,Unknown,975998,Urban,AUTO,NorthZone,3,15.9,18.4,0.679,0.694,High,Mixed,Branch,No,No,No,0
LN105889,C205889,33,Male,PostGraduate,Married,Business,22,57200,4767,133,0.84,684,21,1,0,275000,120,11.53,3871,Home,Secured,2024-01-01,Active,0,New,Gujarat,Unknown,Unknown,178721,Urban,AUTO,WestZone,0,1.1,13.4,0.394,0.322,High,Mixed,Digital,No,No,Yes,0
LN105890,C205890,35,Female,HighSchool,Single,Farmer,3,28500,2375,117,0.782,570,0,1,0,81000,72,15.61,1740,Personal,Unsecured,2024-01-01,Active,0,Repeat,Maharashtra,Unknown,Unknown,231731,Urban,AUTO,WestZone,4,7.6,16.1,0.307,0.455,High,Salaried,Branch,Yes,No,No,0
LN105891,C205891,46,Male,Graduate,Single,Salaried,6,263000,21917,3481,1.171,744,18,0,0,1481000,84,6.76,22179,Vehicle,Secured,2024-01-01,Active,0,TopUp,West Bengal,Unknown,Unknown,780798,Rural,AUTO,EastZone,0,7.6,16.4,0.596,0.472,Low,MSME,Partner,Yes,Yes,Yes,0
LN105892,C205892,21,Male,HighSchool,Single,SelfEmployed,11,42300,3525,177,2.0,523,13,0,1,248000,12,16.49,22559,Home,Secured,2024-01-01,Active,0,New,West Bengal,Unknown,Unknown,831331,SemiUrban,AUTO,EastZone,0,16.5,20.9,0.606,0.572,Medium,Mixed,Branch,No,No,Yes,1
LN105893,C205893,21,Male,Graduate,Married,Salaried,24,54000,4500,635,2.0,556,20,0,0,634000,36,11.4,20877,Home,Secured,2024-01-01,Active,0,Repeat,Telangana,Unknown,Unknown,898632,Rural,AUTO,SouthZone,2,7.4,17.7,0.414,0.442,Low,Salaried,Digital,No,No,No,1
LN105894,C205894,43,Female,PostGraduate,Single,Unemployed,11,74400,6200,1294,2.0,556,4,0,0,862000,18,19.38,55569,Agri,Secured,2024-01-01,Active,0,New,Tamil Nadu,Unknown,Unknown,796182,Urban,AUTO,SouthZone,1,30.8,11.7,0.43,0.37,High,MSME,Branch,No,Yes,No,1
